id,features
4300,"[-1.0681203603744507, -1.2144458293914795, 0.9793601632118225, -0.05713609233498573, 0.2092970758676529, -1.764257550239563, 0.5418455600738525, 0.30917274951934814, -2.0129103660583496, 0.8752360939979553]"
4310,"[-0.5031703114509583, -0.0703330710530281, 0.2399439811706543, 0.37051260471343994, -0.0668976828455925, -2.8859646320343018, 2.3210270404815674, -0.4270590543746948, 0.1705106645822525, 0.8674642443656921]"
4320,"[-1.5101128816604614, 0.24993273615837097, 0.12600041925907135, 0.7473600506782532, -0.6323131322860718, -2.9311325550079346, 1.5320576429367065, -0.0077726286835968494, 0.18456780910491943, 1.1292425394058228]"
4330,"[-0.21780967712402344, -1.105855107307434, 1.2672089338302612, 0.44594839215278625, -0.11969812959432602, -2.028789520263672, 1.1366536617279053, 1.1050125360488892, -0.5475221276283264, 0.4035417437553406]"
4340,"[-1.7268447875976562, -0.577988862991333, -0.36914321780204773, -0.10237746685743332, 0.7441961169242859, -2.605283498764038, 1.8646345138549805, 1.530937671661377, -0.9016991257667542, 1.1896324157714844]"
4350,"[-0.3631425201892853, 0.47616657614707947, 0.6651321053504944, 1.4917410612106323, -0.2543543577194214, -3.0265908241271973, 0.7631096243858337, 0.06595883518457413, -0.5597852468490601, 0.8287602663040161]"
4360,"[-0.7439063191413879, -0.3614967167377472, 0.6916874051094055, 1.2742352485656738, -0.27166321873664856, -1.6360893249511719, 0.8026789426803589, 0.09033790975809097, -0.21560272574424744, 1.1111719608306885]"
4370,"[-1.0884678363800049, -0.35709699988365173, 0.47407081723213196, 0.5632020831108093, -1.589650273323059, -2.382500648498535, 0.6348242163658142, 0.7712944746017456, 0.49562108516693115, 1.6938425302505493]"
4380,"[-1.7867525815963745, -0.4225250482559204, 0.7502037286758423, 1.3516217470169067, -0.43882930278778076, -1.9429892301559448, 1.7954189777374268, 0.6746619343757629, 0.5468953847885132, 0.10637915879487991]"
4390,"[-1.1702406406402588, -0.48216769099235535, -0.10663219541311264, 0.9857156276702881, -0.8167421817779541, -2.4384329319000244, 1.2788660526275635, 0.22276043891906738, -0.16339892148971558, 1.2993323802947998]"
4400,"[-1.3187062740325928, -0.14790752530097961, 0.36326321959495544, 1.524899959564209, -0.2664540410041809, -2.9316515922546387, 0.8434242010116577, 0.30382975935935974, 0.9231575727462769, 0.8958872556686401]"
4410,"[-0.6524316072463989, 0.33264634013175964, 0.7549048066139221, 1.3394111394882202, 0.28731000423431396, -2.5852320194244385, 0.8875985145568848, 0.7241533398628235, 0.18687382340431213, 1.6676607131958008]"
4420,"[-1.2769832611083984, 0.017341209575533867, 0.4769340455532074, 0.4670717120170593, -0.8748068809509277, -2.5533902645111084, 0.700317919254303, 0.2603740096092224, -0.6246208548545837, 1.8193678855895996]"
4430,"[-0.23390713334083557, 0.6401618123054504, 1.2001521587371826, -0.13062013685703278, -0.5390523672103882, -1.876455545425415, 0.6136963367462158, 0.41367173194885254, -0.23329031467437744, 1.637799859046936]"
4440,"[-0.8716342449188232, 0.3311822712421417, 0.7866806983947754, 0.7198266386985779, -0.2453226000070572, -2.404309034347534, 1.542049765586853, 0.39457079768180847, -0.5704047679901123, 0.7478855848312378]"
4450,"[-0.5437788963317871, 0.21191661059856415, 0.06946998089551926, 0.12807632982730865, 0.07287658005952835, -1.9825785160064697, 1.465752124786377, -0.06660118699073792, -0.9908008575439453, 0.4568377435207367]"
4460,"[-0.6959351897239685, 0.427040159702301, 0.20922470092773438, 0.17389130592346191, -0.3875589370727539, -2.655357599258423, 1.7767096757888794, 0.07266327738761902, 0.6467888355255127, 1.179050087928772]"
4470,"[-1.081823706626892, -0.6070823073387146, -0.25107425451278687, 1.65805184841156, -0.4166177809238434, -3.1576802730560303, 1.6942099332809448, -0.3407978415489197, 0.08637959510087967, 0.7637528777122498]"
4480,"[0.04126456007361412, 0.8087716102600098, 1.155184030532837, -0.09271682053804398, -0.987679660320282, -2.3338167667388916, 0.6441863775253296, 0.32248035073280334, -0.570669949054718, 1.4288032054901123]"
4490,"[-0.43151718378067017, 0.028864853084087372, 0.8134217858314514, 0.8319351673126221, -0.9633240103721619, -2.6058261394500732, 1.252469539642334, 0.27428296208381653, -0.3537352383136749, 0.6411171555519104]"
4500,"[-0.3597337305545807, -1.2512810230255127, 1.179246425628662, 0.6516923904418945, -0.5929061770439148, -1.9591495990753174, 2.095048189163208, 0.8460647463798523, 0.0349544882774353, -0.07254104316234589]"
4510,"[-1.1153695583343506, 0.16444644331932068, 0.6108249425888062, 1.4610029458999634, -0.8181675672531128, -1.5539177656173706, 0.7378422617912292, 0.33128973841667175, -0.8230767846107483, 0.8838028311729431]"
4520,"[-0.8291170597076416, 0.15703275799751282, 0.1596366912126541, 0.5704885721206665, -0.34027203917503357, -2.729607105255127, 1.722121238708496, 0.45000430941581726, -0.4909810721874237, 0.9485378861427307]"
4530,"[-0.27587705850601196, 0.2499818503856659, 1.1007821559906006, 0.8230141401290894, -0.6280473470687866, -1.526546597480774, 1.8807520866394043, 0.11943525820970535, -0.5829638242721558, 1.3337936401367188]"
4540,"[-0.8071615099906921, 0.7368037700653076, 0.7037612199783325, 1.0594276189804077, -0.2654627561569214, -2.111747980117798, 0.4034939110279083, 0.2108076810836792, -0.20427587628364563, 2.281677007675171]"
4550,"[-0.9692942500114441, -0.10445638000965118, -0.25543251633644104, 0.41075366735458374, 0.2942526340484619, -1.8811099529266357, 2.772200584411621, 0.1359466314315796, 0.23689958453178406, 0.7683953642845154]"
4560,"[-0.965000331401825, 0.30508193373680115, -0.01496028620749712, 0.5130516886711121, -0.9951761960983276, -2.477583885192871, 1.4384651184082031, -0.05494493246078491, -0.3687744438648224, 1.433270812034607]"
4570,"[-1.310516357421875, 0.06784653663635254, 0.36002910137176514, 0.22278344631195068, 0.08639627695083618, -2.1437036991119385, 2.0124316215515137, 0.38957953453063965, -0.08788658678531647, 1.4495353698730469]"
4580,"[0.3446342349052429, 0.04529533162713051, 1.816382884979248, 1.1266860961914062, -0.6194530129432678, -2.0306968688964844, 1.2421023845672607, 0.1290738880634308, -0.4460025131702423, 1.2046482563018799]"
4590,"[-0.9240424036979675, 0.26605650782585144, 0.8344788551330566, 0.8104652166366577, 0.08181177079677582, -2.2737622261047363, 1.1129087209701538, 0.2589492201805115, 0.4514923095703125, 1.5277464389801025]"
4600,"[-0.9593468308448792, 0.414966881275177, -0.12200524657964706, 0.8586113452911377, -0.6630513668060303, -2.7743945121765137, 1.5095574855804443, 0.13483019173145294, -0.2747504711151123, 1.0163929462432861]"
4610,"[-0.7449567914009094, -0.35662099719047546, 0.8661640882492065, 0.431159645318985, 0.6870541572570801, -1.9697335958480835, 1.6631051301956177, 0.8279189467430115, -0.8222706317901611, 0.8087124228477478]"
4620,"[-0.7877045273780823, 0.6816511750221252, 0.9527863264083862, 0.6936963200569153, 0.36594563722610474, -1.8476859331130981, 2.165537118911743, 0.2874692380428314, -0.4755783975124359, 1.5640366077423096]"
4630,"[-1.272547721862793, 1.1638177633285522, -0.01878262870013714, 0.7379250526428223, 0.8474293947219849, -1.9388833045959473, 2.4583725929260254, 0.19929108023643494, 0.5616573095321655, 1.2911715507507324]"
4640,"[-0.7681276798248291, -0.34225910902023315, -0.3511742949485779, 0.7250248193740845, -0.3435715138912201, -2.216068983078003, 0.3617202639579773, -0.3006018102169037, -0.18755565583705902, 1.7832906246185303]"
4650,"[-0.871482789516449, -0.5694531202316284, -0.11389455944299698, 1.0946086645126343, -0.6597023606300354, -2.708209753036499, 0.9316196441650391, -0.2533937394618988, 0.8135761022567749, 0.3985513746738434]"
4660,"[-1.4170963764190674, -1.0434116125106812, -0.21538478136062622, 0.632052481174469, 0.02995906211435795, -3.0868842601776123, 1.0755318403244019, 0.7525640726089478, 1.0650078058242798, 1.1002275943756104]"
4670,"[-0.37171122431755066, -0.4473080337047577, 0.21714799106121063, 1.0314619541168213, -1.487277626991272, -1.7545506954193115, 1.6538540124893188, 0.2611149847507477, -1.493952989578247, 1.7219692468643188]"
4680,"[-0.1366930603981018, 0.7321339249610901, 0.5299700498580933, 0.2836630940437317, -0.202694371342659, -2.5169050693511963, 1.561847448348999, 0.4371568560600281, -0.3715474009513855, 1.1058309078216553]"
4690,"[-1.5659112930297852, 0.7205320000648499, -0.8239754438400269, 1.320061445236206, 0.39117154479026794, -2.396118402481079, 2.4084553718566895, -0.31787633895874023, 0.43903592228889465, -0.096503347158432]"
4700,"[-0.42212021350860596, -0.1356094926595688, 1.6668221950531006, 0.3904099464416504, -0.33624178171157837, -1.7191321849822998, 0.7151690721511841, -0.13352975249290466, -0.9822544455528259, 2.445666790008545]"
4710,"[0.39420634508132935, -0.009296297095716, 1.5596401691436768, 1.2390401363372803, -0.1167953684926033, -2.070641279220581, 0.6628929376602173, 0.6374121308326721, -1.0532056093215942, 1.4772508144378662]"
4720,"[-1.953302025794983, -1.0271323919296265, 0.4158879816532135, 1.1140146255493164, -0.37079110741615295, -2.469256639480591, 1.9859179258346558, 0.7545952200889587, -0.2972085177898407, 0.9609348177909851]"
4730,"[-1.272760033607483, 0.02596946433186531, 0.6264152526855469, 1.2822377681732178, -0.17711091041564941, -2.6345887184143066, 0.8449315428733826, 0.5896627902984619, -0.20086483657360077, -0.03472026064991951]"
4740,"[-1.196675181388855, 0.7421234846115112, -0.08834441751241684, 2.1303999423980713, -0.14845676720142365, -1.937243103981018, 1.794730544090271, 1.1371058225631714, 0.12560035288333893, 0.6920532584190369]"
4750,"[-1.4255261421203613, 0.32978343963623047, 0.27149221301078796, 0.6103363633155823, -0.03850119560956955, -2.664316415786743, 1.615185022354126, 0.5848252177238464, 0.17211106419563293, 1.4181376695632935]"
4760,"[-0.7048051953315735, 0.17003805935382843, 0.2837895452976227, 1.0437945127487183, -0.5717974305152893, -2.8106417655944824, 1.3916919231414795, 0.42275670170783997, -0.5732415318489075, 0.8598393797874451]"
4770,"[-0.556479811668396, -0.9081833958625793, 0.2042473554611206, 1.5883804559707642, -0.528046190738678, -1.4809515476226807, 2.582984209060669, 0.2596600651741028, -0.9632948040962219, 1.5797582864761353]"
4780,"[-0.0556555800139904, 0.3505721986293793, 1.6736478805541992, 0.4250586926937103, -0.8767074942588806, -1.8866021633148193, 1.470805048942566, 0.3354637026786804, -0.7480344176292419, 1.7392081022262573]"
4790,"[-0.7723098993301392, 0.09146980196237564, 0.6521715521812439, 0.18761798739433289, -0.6531810164451599, -2.0992660522460938, 1.4224616289138794, 0.6384391784667969, -0.267900288105011, 1.4815363883972168]"
4800,"[-0.6880767345428467, 0.08954040706157684, 0.8887989521026611, 0.0697825700044632, -0.05879565700888634, -2.6537556648254395, 0.9142494201660156, -0.14890806376934052, -0.3904852271080017, 2.003937005996704]"
4810,"[-0.13627170026302338, -0.9393657445907593, 1.0332640409469604, 0.5242417454719543, -0.015000815503299236, -2.3679587841033936, 1.9779828786849976, 0.1724766194820404, -0.04436724632978439, 1.6514755487442017]"
4820,"[-0.036091335117816925, 0.6575578451156616, 0.5874550342559814, 0.059548262506723404, -0.43513500690460205, -2.736461639404297, 1.3658623695373535, 0.10628996044397354, -0.6094337105751038, 1.7800136804580688]"
4830,"[-0.6884654760360718, 0.24344195425510406, 0.08933494985103607, 0.9130867123603821, -0.8135162591934204, -2.67968487739563, 2.064011812210083, -1.1614922285079956, -0.5697008371353149, 0.9816900491714478]"
4840,"[-1.2687122821807861, 0.11384022980928421, 0.6155838370323181, 1.8046460151672363, -1.459865689277649, -2.002941608428955, 1.2050707340240479, 0.9974961280822754, -0.06376679241657257, 0.4476478695869446]"
4850,"[-1.4894102811813354, -0.5757982730865479, 0.9045045971870422, 3.2913644313812256, -2.3998100757598877, -1.4662671089172363, 1.2854063510894775, -1.125007152557373, 0.06502076983451843, 1.2011851072311401]"
4860,"[-1.2811015844345093, 0.9168107509613037, 1.5308852195739746, 0.21799102425575256, -1.0504711866378784, -1.6357277631759644, 1.571532130241394, -0.02337212860584259, -0.279771089553833, 1.7906668186187744]"
4870,"[-0.9017840027809143, -0.13547159731388092, 0.912322998046875, 1.1943004131317139, -0.42788419127464294, -2.1621463298797607, 1.694130301475525, 0.09658105671405792, -0.28023970127105713, 0.6378143429756165]"
4880,"[-0.7718890309333801, -2.091032028198242, 3.396047353744507, 1.116947889328003, -0.49958354234695435, -0.7986577153205872, 0.8108299374580383, -0.1628207415342331, 0.030562497675418854, 0.4497612416744232]"
4890,"[-0.2957178056240082, -0.05408462882041931, 1.3750152587890625, 0.22743985056877136, 0.004434244707226753, -1.5632221698760986, 1.771437406539917, 0.5597282648086548, -0.6337199211120605, 1.4926434755325317]"
4900,"[-1.4893558025360107, 0.683026134967804, 1.9351192712783813, 1.5755449533462524, -0.4676245450973511, -2.050287961959839, 1.0269800424575806, -0.8138418793678284, 0.4736306965351105, 2.356903314590454]"
4910,"[-0.07714768499135971, 0.5331711173057556, -0.0559295229613781, 0.17972075939178467, 0.2228943109512329, -2.8810272216796875, 2.3565986156463623, -0.14943908154964447, -0.8243948817253113, 0.4707481265068054]"
4920,"[0.1785258799791336, 0.10212170332670212, 1.5487191677093506, 0.9029871225357056, 0.5269597768783569, -2.0062875747680664, 0.4433416724205017, 0.5390183925628662, -1.357777714729309, 2.076697826385498]"
4930,"[-0.9362531304359436, -0.8406553864479065, 0.678251326084137, 1.7742756605148315, -0.3831363320350647, -2.2958030700683594, 0.7681053280830383, -0.2659316062927246, -0.39059197902679443, 1.612808346748352]"
4940,"[-0.7654485106468201, 0.39764443039894104, 1.372677206993103, 1.026492714881897, -1.272685170173645, -2.128166437149048, 0.6464827656745911, 0.2776198983192444, -1.1895209550857544, 0.6501175165176392]"
4950,"[-0.4413759708404541, 0.053743258118629456, 0.771641731262207, 0.8521023392677307, -1.0343557596206665, -2.4483513832092285, 1.1431312561035156, 0.42148640751838684, -0.4646051228046417, 1.2403007745742798]"
4960,"[-0.8677302598953247, 0.3008919656276703, 0.8912142515182495, 0.8519647121429443, -0.7846950888633728, -2.3299503326416016, 1.2824785709381104, 1.0970075130462646, -0.9614399075508118, 0.027770942077040672]"
4970,"[-0.7573394179344177, -0.7534095048904419, 1.4661563634872437, -0.1578674614429474, -1.3447719812393188, -2.729823350906372, 0.07380003482103348, -0.17321033775806427, 0.20049628615379333, 1.8575832843780518]"
4980,"[-0.4543108642101288, 0.2816336750984192, 1.1302711963653564, 0.46587470173835754, -0.38390079140663147, -2.228574275970459, 1.3173271417617798, 0.39960646629333496, -0.27841606736183167, 0.9726154208183289]"
4990,"[-0.39647161960601807, 0.082933209836483, 1.6536011695861816, 0.03107428178191185, 0.0952695906162262, -2.068808078765869, 1.3514379262924194, 0.34010782837867737, -0.9035001397132874, 1.129977822303772]"
5000,"[-0.8975446224212646, -0.31617116928100586, 0.19508127868175507, 1.5494036674499512, -0.5210829973220825, -3.394274950027466, 1.1459611654281616, 0.5072723031044006, -0.48006516695022583, 0.35739749670028687]"
5010,"[0.5524663925170898, -0.5944510698318481, 2.1759819984436035, 0.716205358505249, -1.3671021461486816, -1.59898042678833, 1.808539628982544, 1.9297442436218262, -0.4974163770675659, 0.2482699602842331]"
5020,"[-1.3592909574508667, -0.4207768142223358, 0.09056658297777176, 1.688360571861267, -0.5334649085998535, -2.1445136070251465, 0.9998559951782227, 1.017449140548706, -1.5731829404830933, 0.2102968692779541]"
5030,"[-1.4980398416519165, 1.422120451927185, -0.509341835975647, -0.37407639622688293, 1.124254822731018, -3.672637462615967, 0.9894880056381226, -0.03269656002521515, -0.2585926651954651, 0.8296123743057251]"
5040,"[-0.9693578481674194, 0.07721173763275146, -0.26959219574928284, 1.6354416608810425, -0.2033575475215912, -2.4777252674102783, 1.9856257438659668, 0.17459918558597565, -0.938036322593689, 0.8479134440422058]"
5050,"[-1.1917526721954346, -0.1402517557144165, 1.0376521348953247, 1.0182932615280151, -0.28692683577537537, -1.9593322277069092, 2.0578408241271973, 0.643604576587677, 0.5505743026733398, 0.6785440444946289]"
5060,"[-0.6404112577438354, 0.852235734462738, 1.4480230808258057, 1.2465444803237915, -0.201993927359581, -1.8734544515609741, 1.1202723979949951, -0.5271509885787964, -1.4639726877212524, 0.7928102612495422]"
5070,"[-0.2288186103105545, 0.3905903100967407, 0.9340029954910278, 0.3160381019115448, -0.44184792041778564, -2.078150749206543, 1.5912114381790161, 0.6123220324516296, -0.7076640129089355, 1.5028618574142456]"
5080,"[-1.4039506912231445, -0.252301961183548, 0.5179277062416077, 1.586732268333435, 0.5319274663925171, -2.2750775814056396, 1.8694454431533813, -0.1493709683418274, -0.8252034187316895, 1.3620250225067139]"
